,address,description,sqft,lot_size,bedrooms,bathrooms,half_baths,sale_price
1482,"104 S Sunset LaneRaymore, MO 64083","3Bedrms2Full Bath(s)2Half Bath(s)2,794SqftBuilt in19950.34AcresSingle Family",2794,0.34,3,2,2,225000
1483,"406 Heritage DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)1,940SqftBuilt in2019Single Family",1940,0.25,4,2,1,225000
1484,"416 Sunflower DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)1,940SqftBuilt in2019Single Family",1940,0.25,4,2,1,225000
1485,"30909 Southfork DriveDrexel, MO 64742","3Bedrms2Full Bath(s)0Half Bath(s)2,368SqftBuilt in20009.5AcresSingle Family",2368,9.5,3,2,0,225000
1486,"29017 S State Route Tt HighwayHarrisonville, MO 64701","3Bedrms2Full Bath(s)1Half Bath(s)1,740SqftBuilt in19954.28AcresSingle Family",1740,4.28,3,2,1,225000
1487,"2012 Cypress WayPleasant Hill, MO 64080","4Bedrms3Full Bath(s)0Half Bath(s)1,963SqftBuilt in1997Single Family",1963,0.25,4,3,0,225500
1488,"1016 Redwood DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)2,100SqftBuilt in2002Single Family",2100,0.35,3,2,1,226000
1489,"613 S Sunset LaneRaymore, MO 64083","4Bedrms2Full Bath(s)2Half Bath(s)2,601SqftBuilt in19990.28AcresSingle Family",2601,0.28,4,2,2,226000
1490,"308 S Sunset LaneRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,130SqftBuilt in1976Single Family",2130,0.35,3,3,0,226500
1491,"2008 Cypress WayPleasant Hill, MO 64080","5Bedrms3Full Bath(s)0Half Bath(s)2,978SqftBuilt in1997Single Family",2978,0.35,5,3,0,226500
1492,"12207 E 214th TerracePeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)2,383SqftBuilt in2004Single Family",2383,0.35,4,3,0,226500
1493,"30005 E 219th StreetPleasant Hill, MO 64080","3Bedrms2Full Bath(s)0Half Bath(s)1,582SqftBuilt in20075AcresSingle Family",1582,5,3,2,0,226518
1494,"707 Lakeshore PlaceRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,573SqftBuilt in1994Single Family",1573,0.25,3,2,1,226660
1495,"705 Garnes StreetRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,852SqftBuilt in2003Single Family",1852,0.25,3,2,1,227000
1496,"615 Canter StreetRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,012SqftBuilt in1996Single Family",2012,0.35,4,3,0,227000
1497,"404 Bradford LaneBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,822SqftBuilt in1999Single Family",1822,0.25,3,2,0,227000
1498,"605 Timber Crest CourtRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,935SqftBuilt in2004Single Family",1935,0.25,3,2,1,227000
1499,"710 S Sunset LaneRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,523SqftSingle Family",1523,0.25,3,2,1,227500
1500,"22006 Crystal AvenuePeculiar, MO 64078","3Bedrms2Full Bath(s)1Half Bath(s)1,650SqftBuilt in2019Single Family",1650,0.25,3,2,1,227500
1501,"402 Farm PlaceBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)2,326SqftBuilt in20020.37AcresSingle Family",2326,0.37,4,3,0,227500
1502,"605 S Adams StreetRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,553SqftBuilt in2004Single Family",1553,0.25,3,2,1,227800
1503,"17901 E 227th StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,500SqftBuilt in19854.3AcresSingle Family",1500,4.3,3,2,0,228240
1504,"1916 Parkview DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)1,336SqftBuilt in2006Single Family",1336,0.2,4,2,1,228500
1505,"15906 Harold DriveBelton, MO 64012","4Bedrms3Full Bath(s)1Half Bath(s)2,659SqftBuilt in1997Single Family",2659,0.35,4,3,1,228624
1506,"408 Timbercreek DriveBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)1,707SqftBuilt in2017Single Family",1707,0.25,4,3,0,229000
1507,"1105 White Oak CourtRaymore, MO 64083","3Bedrms2Full Bath(s)2Half Bath(s)2,168SqftBuilt in2002Single Family",2168,0.35,3,2,2,229000
1508,"1906 Cypress WayPleasant Hill, MO 64080","5Bedrms3Full Bath(s)0Half Bath(s)2,756SqftBuilt in2001Single Family",2756,0.35,5,3,0,229500
1509,"11513 E 207th StreetPeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)1,792SqftBuilt in2019Single Family",1792,0.25,4,3,0,229900
1510,"2605 Matt StreetHarrisonville, MO 64701","3Bedrms3Full Bath(s)0Half Bath(s)2,252SqftSingle Family",2252,0.35,3,3,0,229900
1511,"903 S Westover RoadBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)1,560SqftBuilt in2019Single Family",1560,0.25,4,3,0,229900
1512,"507 S Washington StreetRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)1,978SqftBuilt in19780.34AcresSingle Family",1978,0.34,4,3,0,230000
1513,"400 N FranklinRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,350SqftBuilt in2000Single Family",2350,0.35,4,3,0,230000
1514,"17611 E 227th StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,568SqftBuilt in19993.1AcresSingle Family",1568,3.1,3,2,0,230000
1515,"1004 Silver Lake DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,289SqftBuilt in19770.25AcresSingle Family",2289,0.25,4,2,1,230000
1516,"1922 Parkview DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)2,216SqftBuilt in2006Single Family",2216,0.35,3,2,1,230000
1517,"8315 E 155th StreetBelton, MO 64012","3Bedrms1Full Bath(s)1Half Bath(s)1,279SqftBuilt in19403.7AcresSingle Family",1279,3.7,3,1,1,230000
1518,"524 Forrest View CourtRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,500SqftBuilt in2002Single Family",2500,0.35,4,3,0,230000
1519,"508 Wright StreetPleasant Hill, MO 64080","4Bedrms3Full Bath(s)0Half Bath(s)1,655SqftBuilt in2020Single Family",1655,0.25,4,3,0,230000
1520,"2711 Matt StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,681SqftBuilt in2003Single Family",1681,0.25,3,2,0,230000
1521,"602 Wright StreetPleasant Hill, MO 64080","4Bedrms3Full Bath(s)0Half Bath(s)1,655SqftBuilt in2019Single Family",1655,0.25,4,3,0,230000
1522,"227 Jenny LaneRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,096SqftBuilt in2017Single Family",2096,0.35,4,2,1,230000
1523,"604 Hibiscus DriveBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)2,136SqftBuilt in2015Single Family",2136,0.35,4,3,0,230000
1524,"904 Orchid StreetGarden City, MO 64747","3Bedrms2Full Bath(s)1Half Bath(s)1,836SqftBuilt in2019Single Family",1836,0.25,3,2,1,230000
1525,"812 Crane StreetRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)3,388SqftBuilt in1989Single Family",3388,0.5,3,2,1,230000
1526,"21500 Murlo CirclePeculiar, MO 64078","4Bedrms2Full Bath(s)0Half Bath(s)1,980SqftBuilt in2008Single Family",1980,0.25,4,2,0,230000
1527,"1505 Jones AvenuePleasant Hill, MO 64080","3Bedrms1Full Bath(s)1Half Bath(s)1,002SqftBuilt in1992Single Family",1002,0.2,3,1,1,131000
1528,"17213 Monte Verde DriveBelton, MO 64012","4Bedrms2Full Bath(s)0Half Bath(s)1,164SqftBuilt in1955Single Family",1164,0.2,4,2,0,132000
1529,"1509 Jones AvenuePleasant Hill, MO 64080","3Bedrms2Full Bath(s)0Half Bath(s)1,928SqftBuilt in1991Single Family",1928,0.25,3,2,0,132000
1530,"1608 Lee LanePleasant Hill, MO 64080","4Bedrms1Full Bath(s)1Half Bath(s)2,600SqftBuilt in1970Single Family",2600,0.35,4,1,1,132000
1531,"17510 Benton DriveBelton, MO 64012",3Bedrms1Full Bath(s)0Half Bath(s)864SqftBuilt in1956Single Family,864,0.2,3,1,0,132500
1532,"404 Brookside DriveBelton, MO 64012","3Bedrms1Full Bath(s)0Half Bath(s)1,006SqftBuilt in19640.22AcresSingle Family",1006,0.22,3,1,0,132500
1533,"605 Shady LaneHarrisonville, MO 64701","3Bedrms1Full Bath(s)0Half Bath(s)2,112SqftBuilt in1968Single Family",2112,0.35,3,1,0,132700
1534,"616 N Independence StreetPleasant Hill, MO 64080",3Bedrms1Full Bath(s)0Half Bath(s)912SqftBuilt in1960Single Family,912,0.2,3,1,0,133000
1535,"603 N Lexington StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,000SqftBuilt in1900Single Family",1000,0.2,3,2,0,133000
1536,"709 Colbern StreetBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,386SqftBuilt in1960Single Family",1386,0.2,3,2,0,133000
1537,"410 4th StreetBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,944SqftBuilt in2005Single Family",1944,0.25,3,2,1,133500
1538,"601 Morningside DriveGarden City, MO 64747","3Bedrms1Full Bath(s)0Half Bath(s)1,144SqftSingle Family",1144,0.2,3,1,0,134000
1539,"402 Juniper StreetGarden City, MO 64747","3Bedrms2Full Bath(s)0Half Bath(s)1,232SqftBuilt in20010.22AcresSingle Family",1232,0.22,3,2,0,134000
1540,"2102 Parkwood DriveHarrisonville, MO 64701","3Bedrms1Full Bath(s)0Half Bath(s)1,082SqftBuilt in1985Single Family",1082,0.2,3,1,0,134000
1541,"112 S Campbell StreetPleasant Hill, MO 64080","4Bedrms1Full Bath(s)1Half Bath(s)1,300SqftBuilt in19400.16AcresSingle Family",1300,0.16,4,1,1,134000
1542,"604 Bird AvenueHarrisonville, MO 64701","3Bedrms1Full Bath(s)1Half Bath(s)1,062SqftBuilt in1968Single Family",1062,0.2,3,1,1,134500
1543,"17503 Chestnut DriveBelton, MO 64012",3Bedrms2Full Bath(s)0Half Bath(s)964SqftBuilt in1970Single Family,964,0.2,3,2,0,134900
1544,"301 S Franklin StreetRaymore, MO 64083","3Bedrms1Full Bath(s)0Half Bath(s)1,120SqftSingle Family",1120,0.2,3,1,0,135000
1545,"906 Green StreetHarrisonville, MO 64701",2Bedrms1Full Bath(s)0Half Bath(s)864SqftBuilt in2015Single Family,864,0.2,2,1,0,135000
1546,"506 S Truman RoadArchie, MO 64725","3Bedrms1Full Bath(s)0Half Bath(s)1,066SqftBuilt in1981Single Family",1066,0.2,3,1,0,135000
1547,"21800 Raylynn RoadBelton, MO 64012",3Bedrms2Full Bath(s)0Half Bath(s)1SqftBuilt in20025AcresSingle Family,3000,5,4,3,0,135000
1548,"304 W Sunrise DriveBelton, MO 64012",3Bedrms1Full Bath(s)0Half Bath(s)936SqftBuilt in1955Single Family,936,0.2,3,1,0,135000
1549,"1618 Ridgeway DriveRaymore, MO 64083","2Bedrms2Full Bath(s)0Half Bath(s)1,018SqftBuilt in2006Single Family",1018,0.2,2,2,0,135000
1550,"313 N Campbell StreetPleasant Hill, MO 64080","2Bedrms1Full Bath(s)0Half Bath(s)1,981SqftBuilt in1941Single Family",1981,0.25,2,1,0,135000
1551,"402 Park AvenueBelton, MO 64012",3Bedrms1Full Bath(s)0Half Bath(s)864SqftBuilt in1962Single Family,864,0.2,3,1,0,135000
1552,"208 Manor DriveBelton, MO 64012","3Bedrms1Full Bath(s)0Half Bath(s)1,000SqftSingle Family",1000,0.2,3,1,0,135000
1553,"16103 Kay AvenueBelton, MO 64012",2Bedrms1Full Bath(s)0Half Bath(s)935SqftBuilt in19600.69AcresSingle Family,935,0.69,2,1,0,135000
1554,"306 E Forest StreetHarrisonville, MO 64701",2Bedrms1Full Bath(s)0Half Bath(s)912SqftBuilt in2017Single Family,912,0.2,2,1,0,135000
1555,"16010 Allen AvenueBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,200SqftBuilt in1970Single Family",1200,0.2,3,2,0,135000
1556,"200 Cherokee DriveBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,032SqftBuilt in1957Single Family",1032,0.2,3,2,0,135000
1557,"16013 Richmond AvenueBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)1,468SqftBuilt in1987Single Family",1468,0.2,4,3,0,135000
1558,"286 E North StreetPeculiar, MO 64078","3Bedrms1Full Bath(s)0Half Bath(s)1,236SqftBuilt in1930Single Family",1236,0.2,3,1,0,135000
1559,"3004 Prairie View DriveHarrisonville, MO 64701","2Bedrms2Full Bath(s)0Half Bath(s)1,175SqftBuilt in20050.12AcresSingle Family",1175,0.12,2,2,0,135000
1560,"905 Renee Lynde DrivePleasant Hill, MO 64080","3Bedrms1Full Bath(s)0Half Bath(s)1,008SqftBuilt in1993Single Family",1008,0.2,3,1,0,135000
1561,"806 Buckeye StreetGarden City, MO 64747","2Bedrms2Full Bath(s)0Half Bath(s)1,480SqftBuilt in1996Single Family",1480,0.2,2,2,0,136000
1562,"416 W Broadway StreetPeculiar, MO 64078","2Bedrms1Full Bath(s)0Half Bath(s)1,114SqftBuilt in1920Single Family",1114,0.2,2,1,0,136000
1563,"209 Lexington RoadPleasant Hill, MO 64080","3Bedrms1Full Bath(s)0Half Bath(s)1,032SqftBuilt in1965Single Family",1032,0.2,3,1,0,136000
1564,"506 Broadway StreetEast Lynne, MO 64743",2Bedrms2Full Bath(s)0Half Bath(s)960SqftBuilt in2019Single Family,960,0.2,2,2,0,137000
1565,"1501 EastwoodHarrisonville, MO 64701","3Bedrms1Full Bath(s)0Half Bath(s)1,028SqftBuilt in1970Single Family",1028,0.2,3,1,0,137000
1566,"408 Brookside DriveBelton, MO 64012","3Bedrms1Full Bath(s)0Half Bath(s)1,006SqftBuilt in1964Single Family",1006,0.2,3,1,0,137250
1567,"703 W South StreetHarrisonville, MO 64701","4Bedrms2Full Bath(s)0Half Bath(s)1,200SqftBuilt in1954Single Family",1200,0.2,4,2,0,137700
1568,"903 W Washington StreetHarrisonville, MO 64701","3Bedrms1Full Bath(s)1Half Bath(s)1,652SqftBuilt in1947Single Family",1652,0.25,3,1,1,138000
1569,"314 Monroe AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,825SqftSingle Family",1825,0.25,3,2,1,138000
1570,"15603 Vicie AvenueBelton, MO 64012",3Bedrms1Full Bath(s)0Half Bath(s)954SqftBuilt in1984Single Family,954,0.2,3,1,0,138000
1571,"16516 Greenwald DriveBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,104SqftBuilt in1974Single Family",1104,0.2,3,2,0,138500
1572,"805 S Lexington StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,085SqftBuilt in2005Single Family",1085,0.2,3,2,0,139000
1573,"111 Berry AvenueBelton, MO 64012","3Bedrms1Full Bath(s)0Half Bath(s)1,100SqftSingle Family",1100,0.2,3,1,0,139000
1574,"105 Walker RoadPleasant Hill, MO 64080","3Bedrms1Full Bath(s)1Half Bath(s)1,502SqftBuilt in19890.22AcresSingle Family",1502,0.22,3,1,1,139400
1575,"1002 Oakvale DriveHarrisonville, MO 64701","4Bedrms1Full Bath(s)0Half Bath(s)1,290SqftBuilt in1962Single Family",1290,0.2,4,1,0,139500
1576,"1708 Ann AvenueHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,623SqftBuilt in19850.25AcresSingle Family",1623,0.25,3,2,0,139500
1577,"15507 Kay AvenueBelton, MO 64012","2Bedrms1Full Bath(s)0Half Bath(s)1,091SqftSingle Family",1091,0.2,2,1,0,139900
1578,"507 N Lake AvenueHarrisonville, MO 64701",2Bedrms1Full Bath(s)0Half Bath(s)792SqftBuilt in1930Single Family,792,0.2,2,1,0,139900
1579,"801 Orchid StreetGarden City, MO 64747","3Bedrms2Full Bath(s)0Half Bath(s)1,476SqftBuilt in2002Single Family",1476,0.2,3,2,0,139900
1580,"208 Baldwin StreetBelton, MO 64012","3Bedrms1Full Bath(s)2Half Bath(s)1,176SqftBuilt in19650.22AcresSingle Family",1176,0.22,3,1,2,140000
1581,"404 W 3rd StreetPeculiar, MO 64078","2Bedrms1Full Bath(s)0Half Bath(s)1,040SqftBuilt in19550.39AcresSingle Family",1040,0.39,2,1,0,140000
1582,"17104 Cerrito DriveBelton, MO 64012","2Bedrms2Full Bath(s)0Half Bath(s)1,394SqftBuilt in1982Single Family",1394,0.2,2,2,0,140000
1583,"206 N Park DriveBelton, MO 64012","3Bedrms1Full Bath(s)0Half Bath(s)1,032SqftBuilt in1956Single Family",1032,0.2,3,1,0,140000
1584,"912 Colbern DriveBelton, MO 64012","3Bedrms1Full Bath(s)1Half Bath(s)1,539SqftBuilt in1963Single Family",1539,0.25,3,1,1,140000
1585,"810 Pine StreetPleasant Hill, MO 64080","3Bedrms1Full Bath(s)0Half Bath(s)1,920SqftSingle Family",1920,0.25,3,1,0,140000
1586,"16502 Spring Valley RoadBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,750SqftBuilt in1977Single Family",1750,0.25,3,2,0,140000
1587,"203 N Harrison StreetFreeman, MO 64746","3Bedrms2Full Bath(s)1Half Bath(s)1,887SqftBuilt in19100.4AcresSingle Family",1887,0.4,3,2,1,140000
1588,"109 E StreetCreighton, MO 64739","3Bedrms3Full Bath(s)0Half Bath(s)1,975SqftBuilt in19721AcresSingle Family",1975,1,3,3,0,140000
1589,"503 Buena Vista DriveBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,116SqftBuilt in1984Single Family",1116,0.2,3,2,0,140000
1590,"1103 Maple LanePleasant Hill, MO 64080","3Bedrms2Full Bath(s)0Half Bath(s)1,008SqftBuilt in1958Single Family",1008,0.2,3,2,0,140000
1591,"509 W 5th CourtPeculiar, MO 64078","3Bedrms1Full Bath(s)0Half Bath(s)1,618SqftBuilt in1981Single Family",1618,0.25,3,1,0,141900
1592,"1402 S Butler DriveHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,716Sqft0.46AcresSingle Family",1716,0.46,3,2,0,141900
1593,"312 Baldwin StreetBelton, MO 64012",3Bedrms1Full Bath(s)1Half Bath(s)944SqftBuilt in1953Single Family,944,0.2,3,1,1,142000
1594,"704 N State Route 7 HighwayPleasant Hill, MO 64080","3Bedrms2Full Bath(s)0Half Bath(s)1,212SqftBuilt in19650.69AcresSingle Family",1212,0.69,3,2,0,142000
1595,"1703 Ann AvenueHarrisonville, MO 64701","3Bedrms1Full Bath(s)0Half Bath(s)1,082SqftBuilt in1985Single Family",1082,0.2,3,1,0,142970
1596,"25705 S Lakeview DriveFreeman, MO 64746","3Bedrms2Full Bath(s)0Half Bath(s)1,322SqftBuilt in1962Single Family",1322,0.2,3,2,0,143000
1597,"17406 Chestnut DriveBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,200SqftBuilt in19600.37AcresSingle Family",1200,0.37,3,2,0,144000
1598,"107 Manor DriveBelton, MO 64012","3Bedrms1Full Bath(s)2Half Bath(s)2,912SqftBuilt in1956Single Family",2912,0.35,3,1,2,144250
1599,"904 2nd StreetBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,480SqftBuilt in19750.14AcresSingle Family",1480,0.14,3,2,0,145000
1600,"209 Brookside DriveBelton, MO 64012","3Bedrms1Full Bath(s)0Half Bath(s)1,496SqftBuilt in1962Single Family",1496,0.2,3,1,0,145000
1601,"406 Prairie LaneBelton, MO 64012","3Bedrms1Full Bath(s)1Half Bath(s)1,112SqftBuilt in1964Single Family",1112,0.2,3,1,1,145000
1602,"2100 Crane StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,689SqftBuilt in1964Single Family",1689,0.25,3,2,0,145000
1603,"321 3rd StreetBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,327SqftBuilt in1900Single Family",1327,0.2,3,2,0,145000
1604,"17412 Chestnut DriveBelton, MO 64012","3Bedrms1Full Bath(s)0Half Bath(s)1,250SqftBuilt in1988Single Family",1250,0.2,3,1,0,145000
1605,"109 Frederick LaneRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,668SqftBuilt in19650.5AcresSingle Family",1668,0.5,3,2,0,145000
1606,"1800 Ann TerraceHarrisonville, MO 64701","3Bedrms1Full Bath(s)0Half Bath(s)1,420SqftBuilt in1983Single Family",1420,0.2,3,1,0,145000
1607,"801 E Mechanic StreetHarrisonville, MO 64701","3Bedrms3Full Bath(s)0Half Bath(s)2,638SqftBuilt in1930Single Family",2638,0.35,3,3,0,145000
1608,"452 W Broadway StreetPeculiar, MO 64078","3Bedrms1Full Bath(s)1Half Bath(s)1,002SqftBuilt in19890.32AcresSingle Family",1002,0.32,3,1,1,145900
1609,"1805 Ann AvenueHarrisonville, MO 64701","3Bedrms1Full Bath(s)0Half Bath(s)1,082SqftBuilt in1985Single Family",1082,0.2,3,1,0,146000
1610,"1027 Brookside DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,353SqftBuilt in19770.29AcresSingle Family",2353,0.29,4,2,1,146900
1611,"702 Morningside DriveGarden City, MO 64747","3Bedrms2Full Bath(s)0Half Bath(s)1,420SqftBuilt in1993Single Family",1420,0.2,3,2,0,147000
1612,"1401 Blueberry DriveHarrisonville, MO 64701","3Bedrms1Full Bath(s)0Half Bath(s)1,484SqftBuilt in1970Single Family",1484,0.2,3,1,0,147000
1613,"18805 Lakeside DriveBelton, MO 64012","2Bedrms2Full Bath(s)0Half Bath(s)1,649SqftBuilt in1992Single Family",1649,0.25,2,2,0,147050
1614,"713 Colbern StreetBelton, MO 64012","3Bedrms1Full Bath(s)0Half Bath(s)1,176SqftBuilt in1962Single Family",1176,0.2,3,1,0,147500
1615,"424 E Ash StreetDrexel, MO 64742","3Bedrms2Full Bath(s)0Half Bath(s)1,668SqftSingle Family",1668,0.25,3,2,0,147500
1616,"1608 Delmar StreetHarrisonville, MO 64701","3Bedrms1Full Bath(s)0Half Bath(s)1,404SqftBuilt in1990Single Family",1404,0.2,3,1,0,148000
1617,"300 Airway LaneBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,535SqftBuilt in1963Single Family",1535,0.25,3,2,1,148000
1618,"400 N Boardman StreetPleasant Hill, MO 64080",3Bedrms1Full Bath(s)0Half Bath(s)975SqftBuilt in1956Single Family,975,0.2,3,1,0,148000
1619,"203 Fir StreetGarden City, MO 64747","3Bedrms2Full Bath(s)0Half Bath(s)1,729SqftSingle Family",1729,0.25,3,2,0,148000
1620,"17507 Montgall DriveBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,540SqftBuilt in1999Single Family",1540,0.25,3,2,0,149000
1621,"709 Sun CourtRaymore, MO 64083","2Bedrms2Full Bath(s)0Half Bath(s)1,326SqftSingle Family",1326,0.2,2,2,0,149000
1622,"444 Kreisel DriveRaymore, MO 64083","2Bedrms2Full Bath(s)0Half Bath(s)1,133SqftBuilt in2007Single Family",1133,0.2,2,2,0,149000
1623,"1007 Eastwood RoadHarrisonville, MO 64701","3Bedrms1Full Bath(s)0Half Bath(s)1,355SqftBuilt in1958Single Family",1355,0.2,3,1,0,149500
1624,"8210 E 189th TerraceBelton, MO 64012","2Bedrms2Full Bath(s)0Half Bath(s)1,192SqftBuilt in1989Single Family",1192,0.2,2,2,0,149500
1625,"33502 S Dorsett Hill RoadArchie, MO 64725","4Bedrms2Full Bath(s)0Half Bath(s)1,284SqftBuilt in190030.2AcresSingle Family",1284,30.2,4,2,0,149900
1626,"1705 S King AvenueHarrisonville, MO 64701","3Bedrms1Full Bath(s)1Half Bath(s)1,440SqftBuilt in1965Single Family",1440,0.2,3,1,1,150000
1627,"1510 Jones AvenuePleasant Hill, MO 64080","3Bedrms2Full Bath(s)0Half Bath(s)1,504SqftBuilt in1991Single Family",1504,0.25,3,2,0,150000
1628,"8402 Spring Valley RoadBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,366SqftBuilt in1978Single Family",1366,0.2,3,2,0,150000
1629,"112 Brent RoadBelton, MO 64012","3Bedrms1Full Bath(s)1Half Bath(s)1,680SqftBuilt in1983Single Family",1680,0.25,3,1,1,150000
1630,"16004 Hinkle AvenueBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,674SqftBuilt in1979Single Family",1674,0.25,3,2,0,150000
1631,"600 E Pearl StreetHarrisonville, MO 64701","5Bedrms3Full Bath(s)0Half Bath(s)4,122SqftBuilt in1933Single Family",4122,0.5,5,3,0,150000
1632,"714 E Saturn DriveRaymore, MO 64083","2Bedrms2Full Bath(s)0Half Bath(s)1,344SqftBuilt in1996Single Family",1344,0.2,2,2,0,150400
1633,"510 S Poseidon WayRaymore, MO 64083","2Bedrms2Full Bath(s)0Half Bath(s)1,215SqftBuilt in1991Single Family",1215,0.2,2,2,0,150400
1634,"10006 E 222nd StreetPeculiar, MO 64078","4Bedrms2Full Bath(s)1Half Bath(s)2,394SqftBuilt in2004Single Family",2394,0.35,4,2,1,150500
1635,"514 Baldwin StreetBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)3,055SqftBuilt in1966Single Family",3055,0.5,3,2,1,151000
1636,"302 Brookside DriveBelton, MO 64012",3Bedrms2Full Bath(s)0Half Bath(s)980SqftBuilt in1958Single Family,980,0.2,3,2,0,151000
1637,"103 N Truman RoadArchie, MO 64725","3Bedrms2Full Bath(s)0Half Bath(s)1,452SqftBuilt in20040.31AcresSingle Family",1452,0.31,3,2,0,152000
1638,"805 Bobwhite DrivePeculiar, MO 64078","3Bedrms2Full Bath(s)0Half Bath(s)2,008SqftSingle Family",2008,0.35,3,2,0,152000
1639,"16208 Oakland AvenueBelton, MO 64012","3Bedrms1Full Bath(s)0Half Bath(s)1,484SqftBuilt in1987Single Family",1484,0.2,3,1,0,152000
1640,"103 Brentwood DriveBelton, MO 64012",3Bedrms1Full Bath(s)0Half Bath(s)2SqftBuilt in1982.25AcresSingle Family,1056,0.25,3,1,0,152000
1641,"405 Osage StreetHarrisonville, MO 64701","3Bedrms1Full Bath(s)1Half Bath(s)1,214SqftBuilt in1973Single Family",1214,0.2,3,1,1,152000
1642,"18916 S Ash StreetBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)2,364SqftBuilt in1989Single Family",2364,0.35,4,3,0,152000
